0.46875,0.242188,0.757812,0.5,0.09375,0.6875,0.5625,0.242188,0.671875,
-0.5,0.09375,0.6875,-0.46875,0.242188,0.757812,-0.5625,0.242188,0.671875,
0.5625,0.242188,0.671875,0.546875,0.054688,0.578125,0.625,0.242188,0.5625,
-0.546875,0.054688,0.578125,-0.5625,0.242188,0.671875,-0.625,0.242188,0.5625,
0.5,0.09375,0.6875,0.351562,-0.023438,0.617188,0.546875,0.054688,0.578125,
-0.351562,-0.023438,0.617188,-0.5,0.09375,0.6875,-0.546875,0.054688,0.578125,
0.4375,0.164062,0.765625,0.351562,0.03125,0.71875,0.5,0.09375,0.6875,
-0.351562,0.03125,0.71875,-0.4375,0.164062,0.765625,-0.5,0.09375,0.6875,
0.351562,0.132812,0.78125,0.203125,0.09375,0.742188,0.351562,0.03125,0.71875,
-0.203125,0.09375,0.742188,-0.351562,0.132812,0.78125,-0.351562,0.03125,0.71875,
0.351562,0.03125,0.71875,0.15625,0.054688,0.648438,0.351562,-0.023438,0.617188,
-0.15625,0.054688,0.648438,-0.351562,0.03125,0.71875,-0.351562,-0.023438,0.617188,
0.140625,0.242188,0.742188,0.15625,0.054688,0.648438,0.203125,0.09375,0.742188,
-0.140625,0.242188,0.742188,-0.15625,0.054688,0.648438,-0.078125,0.242188,0.65625,
0.273438,0.164062,0.796875,0.140625,0.242188,0.742188,0.203125,0.09375,0.742188,
-0.140625,0.242188,0.742188,-0.273438,0.164062,0.796875,-0.203125,0.09375,0.742188,
0.242188,0.242188,0.796875,0.203125,0.390625,0.742188,0.140625,0.242188,0.742188,
-0.203125,0.390625,0.742188,-0.242188,0.242188,0.796875,-0.140625,0.242188,0.742188,
0.203125,0.390625,0.742188,0.078125,0.242188,0.65625,0.140625,0.242188,0.742188,
-0.203125,0.390625,0.742188,-0.078125,0.242188,0.65625,-0.15625,0.4375,0.648438,
0.351562,0.453125,0.71875,0.15625,0.4375,0.648438,0.203125,0.390625,0.742188,
-0.351562,0.453125,0.71875,-0.15625,0.4375,0.648438,-0.351562,0.515625,0.617188,
0.351562,0.359375,0.78125,0.203125,0.390625,0.742188,0.273438,0.328125,0.796875,
-0.351562,0.359375,0.78125,-0.203125,0.390625,0.742188,-0.351562,0.453125,0.71875,
0.4375,0.328125,0.765625,0.351562,0.453125,0.71875,0.351562,0.359375,0.78125,
-0.4375,0.328125,0.765625,-0.351562,0.453125,0.71875,-0.5,0.390625,0.6875,
0.5,0.390625,0.6875,0.351562,0.515625,0.617188,0.351562,0.453125,0.71875,
-0.5,0.390625,0.6875,-0.351562,0.515625,0.617188,-0.546875,0.4375,0.578125,
0.5625,0.242188,0.671875,0.546875,0.4375,0.578125,0.5,0.390625,0.6875,
-0.5625,0.242188,0.671875,-0.546875,0.4375,0.578125,-0.625,0.242188,0.5625,
0.46875,0.242188,0.757812,0.5,0.390625,0.6875,0.4375,0.328125,0.765625,
-0.46875,0.242188,0.757812,-0.5,0.390625,0.6875,-0.5625,0.242188,0.671875,
0.4375,0.328125,0.765625,0.476562,0.242188,0.773438,0.46875,0.242188,0.757812,
-0.4375,0.328125,0.765625,-0.476562,0.242188,0.773438,-0.445312,0.335938,0.78125,
0.351562,0.359375,0.78125,0.445312,0.335938,0.78125,0.4375,0.328125,0.765625,
-0.351562,0.359375,0.78125,-0.445312,0.335938,0.78125,-0.351562,0.375,0.804688,
0.273438,0.328125,0.796875,0.351562,0.375,0.804688,0.351562,0.359375,0.78125,
-0.273438,0.328125,0.796875,-0.351562,0.375,0.804688,-0.265625,0.335938,0.820312,
0.242188,0.242188,0.796875,0.265625,0.335938,0.820312,0.273438,0.328125,0.796875,
-0.242188,0.242188,0.796875,-0.265625,0.335938,0.820312,-0.226562,0.242188,0.820312,
0.242188,0.242188,0.796875,0.265625,0.15625,0.820312,0.226562,0.242188,0.820312,
-0.265625,0.15625,0.820312,-0.242188,0.242188,0.796875,-0.226562,0.242188,0.820312,
0.273438,0.164062,0.796875,0.351562,0.117188,0.804688,0.265625,0.15625,0.820312,
-0.351562,0.117188,0.804688,-0.273438,0.164062,0.796875,-0.265625,0.15625,0.820312,
0.351562,0.132812,0.78125,0.445312,0.15625,0.78125,0.351562,0.117188,0.804688,
-0.445312,0.15625,0.78125,-0.351562,0.132812,0.78125,-0.351562,0.117188,0.804688,
0.4375,0.164062,0.765625,0.476562,0.242188,0.773438,0.445312,0.15625,0.78125,
-0.476562,0.242188,0.773438,-0.4375,0.164062,0.765625,-0.445312,0.15625,0.78125,
0.351562,0.242188,0.828125,0.445312,0.15625,0.78125,0.476562,0.242188,0.773438,
-0.476562,0.242188,0.773438,-0.445312,0.15625,0.78125,-0.351562,0.242188,0.828125,
0.351562,0.117188,0.804688,0.445312,0.15625,0.78125,0.351562,0.242188,0.828125,
-0.351562,0.242188,0.828125,-0.445312,0.15625,0.78125,-0.351562,0.117188,0.804688,
0.351562,0.242188,0.828125,0.265625,0.15625,0.820312,0.351562,0.117188,0.804688,
-0.351562,0.117188,0.804688,-0.265625,0.15625,0.820312,-0.351562,0.242188,0.828125,
0.351562,0.242188,0.828125,0.226562,0.242188,0.820312,0.265625,0.15625,0.820312,
