0.5625,0.242188,0.757812,0.46875,0.09375,0.671875,
-0.46875,0.242188,0.757812,-0.5625,0.09375,0.671875,
0.625,0.242188,0.671875,0.546875,0.054688,0.5625,
-0.546875,0.242188,0.671875,-0.625,0.054688,0.5625,
0.546875,0.09375,0.6875,0.351562,-0.023438,0.578125,
-0.351562,0.09375,0.6875,-0.546875,-0.023438,0.578125,
0.5,0.164062,0.765625,0.351562,0.03125,0.6875,
-0.351562,0.164062,0.765625,-0.5,0.03125,0.6875,
0.351562,0.132812,0.78125,0.203125,0.03125,0.71875,
-0.203125,0.132812,0.78125,-0.351562,0.03125,0.71875,
0.351562,0.054688,0.71875,0.15625,-0.023438,0.617188,
-0.15625,0.054688,0.71875,-0.351562,-0.023438,0.617188,
0.203125,0.242188,0.742188,0.140625,0.054688,0.648438,
-0.078125,0.242188,0.742188,-0.15625,0.054688,0.648438,
0.273438,0.242188,0.796875,0.140625,0.09375,0.742188,
-0.140625,0.242188,0.796875,-0.273438,0.09375,0.742188,
0.242188,0.390625,0.796875,0.140625,0.242188,0.742188,
-0.140625,0.390625,0.796875,-0.242188,0.242188,0.742188,
0.203125,0.390625,0.742188,0.078125,0.242188,0.65625,
-0.078125,0.4375,0.742188,-0.203125,0.242188,0.648438,
0.351562,0.453125,0.742188,0.15625,0.390625,0.648438,
-0.15625,0.515625,0.71875,-0.351562,0.4375,0.617188,
0.351562,0.390625,0.796875,0.203125,0.328125,0.742188,
-0.203125,0.453125,0.78125,-0.351562,0.359375,0.71875,
0.4375,0.453125,0.78125,0.351562,0.328125,0.71875,
-0.351562,0.453125,0.765625,-0.5,0.328125,0.6875,
0.5,0.515625,0.71875,0.351562,0.390625,0.617188,
-0.351562,0.515625,0.6875,-0.546875,0.390625,0.578125,
0.5625,0.4375,0.6875,0.5,0.242188,0.578125,
-0.546875,0.4375,0.671875,-0.625,0.242188,0.5625,
0.5,0.390625,0.765625,0.4375,0.242188,0.6875,
-0.46875,0.390625,0.757812,-0.5625,0.242188,0.671875,
0.476562,0.328125,0.773438,0.4375,0.242188,0.757812,
-0.4375,0.335938,0.78125,-0.476562,0.242188,0.765625,
0.445312,0.359375,0.78125,0.351562,0.328125,0.765625,
-0.351562,0.375,0.804688,-0.445312,0.335938,0.78125,
0.351562,0.375,0.804688,0.273438,0.328125,0.78125,
-0.265625,0.375,0.820312,-0.351562,0.328125,0.796875,
0.273438,0.335938,0.820312,0.242188,0.242188,0.796875,
-0.226562,0.335938,0.820312,-0.265625,0.242188,0.796875,
0.265625,0.242188,0.820312,0.226562,0.15625,0.796875,
-0.226562,0.242188,0.820312,-0.265625,0.15625,0.796875,
0.351562,0.164062,0.820312,0.265625,0.117188,0.796875,
-0.265625,0.164062,0.820312,-0.351562,0.117188,0.796875,
0.445312,0.15625,0.804688,0.351562,0.117188,0.78125,
-0.351562,0.15625,0.804688,-0.445312,0.117188,0.78125,
0.476562,0.242188,0.78125,0.4375,0.15625,0.765625,
-0.4375,0.242188,0.78125,-0.476562,0.15625,0.765625,
0.476562,0.242188,0.828125,0.351562,0.15625,0.773438,
-0.351562,0.242188,0.828125,-0.476562,0.15625,0.773438,
0.445312,0.242188,0.828125,0.351562,0.117188,0.78125,
-0.351562,0.242188,0.828125,-0.445312,0.117188,0.78125,
0.351562,0.242188,0.828125,0.265625,0.117188,0.804688,
-0.265625,0.242188,0.828125,-0.351562,0.117188,0.804688,
0.351562,0.242188,0.828125,0.226562,0.15625,0.820312,
-0.226562,0.242188,0.828125,-0.351562,0.15625,0.820312,
0.351562,0.335938,0.828125,0.226562,0.242188,0.820312,
-0.226562,0.335938,0.828125,-0.351562,0.242188,0.820312,
0.351562,0.375,0.828125,0.265625,0.242188,0.804688,
-0.265625,0.375,0.828125,-0.351562,0.242188,0.804688,
0.445312,0.375,0.828125,0.351562,0.242188,0.78125,
-0.351562,0.375,0.828125,-0.445312,0.242188,0.78125,
0.476562,0.335938,0.828125,0.351562,0.242188,0.773438,
-0.351562,0.335938,0.828125,-0.476562,0.242188,0.773438,
0.179688,-0.929688,0.632812,0,-0.984375,0.554688,
0,-0.929688,0.640625,-0.164062,-0.984375,0.578125,
0.328125,-0.914062,0.632812,0.179688,-0.96875,0.523438,
-0.164062,-0.914062,0.632812,-0.234375,-0.96875,0.554688,
0.367188,-0.890625,0.632812,0.234375,-0.945312,0.523438,
-0.234375,-0.890625,0.632812,-0.367188,-0.945312,0.523438,
0.367188,-0.695312,0.664062,0.265625,-0.890625,0.53125,
-0.265625,-0.695312,0.664062,-0.367188,-0.890625,0.53125,
0.351562,-0.4375,0.6875,0.25,-0.703125,0.570312,
-0.25,-0.4375,0.6875,-0.351562,-0.703125,0.570312,
0.398438,-0.046875,0.8125,0.125,-0.1875,0.5625,
